SerialNumber,y_debt,PC1_score_raw,PC1_score_oriented,PC2_score_raw,PC2_score_oriented,PC3_score_raw,PC3_score_oriented,PC4_score_raw,PC4_score_oriented
70,0,-6.788145315837377,-6.788145315837377,4.140506587154828,-4.140506587154828,4.117460906244827,-4.117460906244827,2.6819122243828777,-2.6819122243828777
71,1,-9.586378443561413,-9.586378443561413,4.2921009710217435,-4.2921009710217435,-5.188718340962951,5.188718340962951,-2.1922956966557234,2.1922956966557234
72,1,-7.593595169202451,-7.593595169202451,5.806073579141308,-5.806073579141308,3.5964274117474595,-3.5964274117474595,4.289950996083293,-4.289950996083293
73,0,-10.952300981681201,-10.952300981681201,5.668519273622933,-5.668519273622933,-2.8102353456583664,2.8102353456583664,-0.3150228352696007,0.3150228352696007
74,0,-4.408425733220271,-4.408425733220271,2.8574509763126557,-2.8574509763126557,3.791491352445825,-3.791491352445825,0.9830557036683644,-0.9830557036683644
75,0,-3.367099433775484,-3.367099433775484,9.383846277838453,-9.383846277838453,0.08613535188498828,-0.08613535188498828,5.183104564932361,-5.183104564932361
76,0,-6.381338871370567,-6.381338871370567,2.783905323764367,-2.783905323764367,3.747532988158546,-3.747532988158546,2.6979657225015985,-2.6979657225015985
77,0,-3.2916276447788055,-3.2916276447788055,-1.669081962357785,1.669081962357785,2.6733329055706325,-2.6733329055706325,2.320123199249297,-2.320123199249297
78,0,-4.834111957365655,-4.834111957365655,2.472197039886837,-2.472197039886837,3.5517009055054505,-3.5517009055054505,1.8089556853387223,-1.8089556853387223
79,0,-5.049837616239179,-5.049837616239179,2.6247963058545043,-2.6247963058545043,2.268575033650441,-2.268575033650441,1.6679364772263545,-1.6679364772263545
80,0,-4.858488111725586,-4.858488111725586,2.0185753313024133,-2.0185753313024133,4.360944455508993,-4.360944455508993,3.221944606208786,-3.221944606208786
81,0,-6.818893782803207,-6.818893782803207,2.0645021742048857,-2.0645021742048857,-2.4361405977638655,2.4361405977638655,-3.3233828245510497,3.3233828245510497
82,0,-8.497420017287796,-8.497420017287796,2.140926648531503,-2.140926648531503,-2.2811548431817377,2.2811548431817377,-1.7641532858508115,1.7641532858508115
84,0,-4.001764001378208,-4.001764001378208,5.597729998192437,-5.597729998192437,2.218150920615828,-2.218150920615828,2.4935439331382456,-2.4935439331382456
85,0,-7.692080370380778,-7.692080370380778,5.831231528260304,-5.831231528260304,-3.5475730811448893,3.5475730811448893,-2.9252174999373417,2.9252174999373417
86,1,-6.54360665759434,-6.54360665759434,2.020764954894986,-2.020764954894986,-6.0401623472152615,6.0401623472152615,-0.0962805078604485,0.0962805078604485
87,0,-5.284619291476984,-5.284619291476984,5.437306941642411,-5.437306941642411,2.6414913578154873,-2.6414913578154873,3.0148635463519464,-3.0148635463519464
88,1,-3.9605624977469236,-3.9605624977469236,5.024531021167779,-5.024531021167779,2.997931832401023,-2.997931832401023,3.0079233399471117,-3.0079233399471117
89,0,-2.3785801469171526,-2.3785801469171526,2.796620456948186,-2.796620456948186,1.7506277441220102,-1.7506277441220102,1.9158241121932105,-1.9158241121932105
90,0,-9.848734654066169,-9.848734654066169,4.268273903624994,-4.268273903624994,-2.603368443784216,2.603368443784216,-1.5714697174403631,1.5714697174403631
91,0,-8.738376718322483,-8.738376718322483,2.9195868569497416,-2.9195868569497416,-3.0525818651259473,3.0525818651259473,-1.194530318935953,1.194530318935953
92,0,-0.5019973987439343,-0.5019973987439343,5.871810773880488,-5.871810773880488,2.776315475536002,-2.776315475536002,1.3444095598959098,-1.3444095598959098
