learner,logistic_l2,knn,kernel_logistic_rbf
logistic_l2,0.9999999999999998,0.6797534915473541,0.922600454016336
knn,0.6797534915473541,1.0,0.7082731034302058
kernel_logistic_rbf,0.922600454016336,0.7082731034302058,1.0000000000000004
